index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
docker#network#in#bytes-no_subject,0,0.70365,0.1089,0.03491,0.00153,0.07954,0.07146,0
docker#network#in#packets-no_subject,0,0.79433,0.10043,0.02547,0.00175,0.07801,0,0
docker#network#out#bytes-no_subject,0,0.82053,0.08249,0.02914,0.00288,0.06496,0,0
docker#network#out#packets-no_subject,0,0.7591,0.08251,0.02003,0.00154,0.06718,0.06964,0
