index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
docker#diskio#summary#ops-no_subject,0.10526,0.15789,0.10526,0.15789,0.15789,0.10526,0.10526,0.10526
