index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
docker#diskio#summary#ops-no_subject,0.01791,0.21816,0.23755,0.08884,0.00209,0.07599,0.14066,0.2188
docker#diskio#summary#rate-no_subject,0.04229,0.01933,0,0.02174,0.00219,0.01902,0.12847,0.76695
docker#diskio#summary#service_time-no_subject,0.04663,0.17984,0.11818,0.18801,0.10885,0.11734,0.13343,0.10772
docker#diskio#summary#wait_time-no_subject,0.01947,0.23086,0.15077,0.23086,0.0092,0.14298,0.08936,0.1265
