,date,significance_score,duration,absolute_delta,relative_delta
0,06/16/2021 13:38:30,16,102,0.24,140.74
1,06/15/2021 03:59:20,13,337.8,0.03,11893.57
2,06/14/2021 16:39:20,12,28,0.00,87.46
3,06/16/2021 03:59:20,11,577.8,0.06,53.83
4,06/15/2021 09:37:20,11,238.2,0.13,220036.74
5,06/15/2021 13:35:20,11,1,0.02,235.02
6,06/15/2021 13:36:20,10,412.8,0.08,154.57
