,date,significance_score,duration,absolute_delta,relative_delta
0,06/16/2021 13:38:30,14,102,0.24,140.74
1,06/21/2021 09:00:40,12,93,0.08,25.55
2,06/15/2021 03:59:20,12,337.8,0.03,11893.57
3,06/14/2021 16:39:20,11,28,0.00,87.46
4,06/15/2021 13:35:20,10,1,0.02,235.02
