,date,significance_score,duration,absolute_delta,relative_delta
0,06/24/2021 10:36:50,14,16,0.03,4.88
1,06/24/2021 10:29:50,14,6,0.03,5.02
2,06/26/2021 02:02:50,13,60,0.06,9.72
3,06/24/2021 10:53:50,12,5,0.02,2.52
4,06/15/2021 13:36:20,12,412.8,0.08,154.30
5,06/15/2021 09:37:20,12,238.2,0.13,101599.00
6,06/14/2021 16:39:20,12,28,0.00,25.85
7,06/21/2021 03:59:40,11,301.2,0.17,57.78
8,06/16/2021 03:59:20,11,577.8,0.06,53.83
9,06/15/2021 03:59:20,10,337.8,0.03,16507.04
