Name,Doc,Doc status,KT Recipients,Actions,KT sessions
Seasonality Identification,Doc is https://www.notion.so/5c877af1b5984907a47cdd100b14dd98?pvs=21,REVIEW,Valentin Lapparov,Recipients to review doc,SP63 1H March
