index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
docker#network#in#bytes-no_subject,0,0.13272,0,0.10292,0.02431,0.15152,0.55284,0.0357
docker#network#in#packets-no_subject,0,0.08727,0,0.0965,0.02076,0,0.69818,0.09729
docker#network#out#bytes-no_subject,0,0.08082,0,0.07966,0.01704,0.13554,0.65938,0.02757
docker#network#out#packets-no_subject,0,0.07202,0,0.07902,0.01736,0.13188,0.65939,0.04033
