index,median_absolute_deviation,first_hour_average,mean_subtraction_cumulation,stddev_from_average,stddev_from_moving_average,least_squares,histogram_bins,walter
system#cpu#total#pct-no_subject,0.04229,0.00411,0.08652,0.10129,0.09767,0,0.66813,0
