index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
system#process#cpu#total#value-no_subject,0.00256,0.40997,0.0564,0.0197,0.00628,0.02058,0.48451,0
