index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
system#cpu#total#pct-no_subject,0.00332,0.2205,0,0.02289,0.03345,0.01142,0.24739,0.46104
