index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
docker#memory#rss#pct-no_subject,0.01635,0.6869,0,0.01626,0.01626,0.01535,0.01991,0.22897
docker#memory#usage#pct-no_subject,0.01665,0.68699,0,0.01626,0.01616,0.01502,0.01991,0.229
