index,first_hour_average,histogram_bins,least_squares,mean_subtraction_cumulation,median_absolute_deviation,stddev_from_average,stddev_from_moving_average,walter
docker#memory#rss#pct-no_subject,0.04434,0.43072,0,0.01711,0.01041,0.22333,0.27409,0
docker#memory#usage#pct-no_subject,0.05098,0.40785,0,0.01499,0.01677,0.22392,0.2855,0
